0;0.683277;1.29655;1.60557;1.49229;1;0.316723;-0.296548;-0.605565;0;
0;0.690277;1.32697;1.64779;1.5302;1.0191;0.309723;-0.326973;-0.697023;0;
0;0.690277;1.32697;1.64779;1.5302;1.0191;0.309723;-0.326973;-0.697023;0;
0;0.690277;1.32697;1.64779;1.5302;1.0191;0.309723;-0.326973;-0.697023;0;
0;0.690277;1.32697;1.64779;1.5302;1.0191;0.309723;-0.326973;-0.697023;0;
0;0.690277;1.32697;1.64779;1.5302;1.0191;0.309723;-0.326973;-0.697023;0;
0;0.690277;1.32697;1.64779;1.5302;1.0191;0.309723;-0.326973;-0.697023;0;
0;0.690277;1.32697;1.64779;1.5302;1.0191;0.309723;-0.326973;-0.697023;0;
0;0.690277;1.32697;1.64779;1.5302;1.0191;0.309723;-0.326973;-0.697023;0;
0;0.690277;1.32697;1.64779;1.5302;1.0191;0.309723;-0.326973;-0.697023;0;
